Auton_community,Name_organ,Num_empl,Sector_organ,TCO2,Type_organ,Unnamed: 0,Year
"Madrid, Comunidad de",SOCIEDAD ESTATAL DE CORREOS Y TELÉGRAFOS,9593.0,H. Transporte y almacenamiento,205698.0,Gran empresa,196.0,2014.0
"Madrid, Comunidad de","LA SEPULVEDANA, S.L.",121.0,H. Transporte y almacenamiento,2764.0,Mediana,197.0,2014.0
Comunitat Valenciana,"ESK, S.A.",159.0,H. Transporte y almacenamiento,5620.0,Mediana,198.0,2014.0
Comunitat Valenciana,"ESPECIALIZADA Y PRIMARIA L´HORTA MANISES, S.A.",5553.0,Q. Actividades sanitarias y de servicios sociales,3189.0,Gran empresa,199.0,2014.0
"Madrid, Comunidad de",SANITAS S.A. DE HOSPITALES,7508.0,Q. Actividades sanitarias y de servicios sociales,4295.0,Gran empresa,200.0,2014.0
País Vasco,"ALAIKI ZERBITZU GIZAKULTURALAK, S.L.",15.0,"R. Actividades artísticas, recreativas y de entretenimiento",23.0,Pequeña,201.0,2014.0
Cataluña,"ALFIL LOGISTICS, S.A.",8135.0,H. Transporte y almacenamiento,69566.0,Gran empresa,202.0,2013.0
Comunitat Valenciana,TRANSPORTE REMEDIOS TORRES,144.0,H. Transporte y almacenamiento,3797.0,Mediana,203.0,2014.0
Galicia,"SEVERIANO SERVICIO MÓVIL, S.A.U.",457.0,H. Transporte y almacenamiento,2368.0,Gran empresa,204.0,2014.0
Galicia,"MARISCOS LINAMAR, S.L.",32.0,C. Industria manufacturera,98.0,Pequeña,205.0,2014.0
Comunitat Valenciana,JOSÉ GARCÍA SALES,1.0,H. Transporte y almacenamiento,21.0,Micro,206.0,2014.0
Canarias,HOTEL JARDÍN TECINA,241.0,I. Hostelería,66038.0,Mediana,207.0,2014.0
Comunitat Valenciana,"PORCELANOSA, S.A.",8741.0,C. Industria manufacturera,73868.0,Gran empresa,208.0,2011.0
Comunitat Valenciana,"PORCELANOSA, S.A.",7772.0,C. Industria manufacturera,72764.0,Gran empresa,209.0,2012.0
Comunitat Valenciana,"PORCELANOSA, S.A.",8585.0,C. Industria manufacturera,66132.0,Gran empresa,210.0,2013.0
Comunitat Valenciana,"PORCELANOSA, S.A.",8840.0,C. Industria manufacturera,64914.0,Gran empresa,211.0,2014.0
Comunitat Valenciana,DIEGO GARCÍA SUAREZ,1.0,H. Transporte y almacenamiento,13.0,Micro,212.0,2014.0
Comunitat Valenciana,ARTURO GARCÍA SUAREZ,1.0,H. Transporte y almacenamiento,12.0,Micro,213.0,2014.0
"Rioja, La","FAL CALZADOS DE SEGURIDAD, S.A.",84.0,C. Industria manufacturera,65.0,Mediana,214.0,2013.0
Cataluña,"PERE VALLS, S.A.",47.0,C. Industria manufacturera,1930.0,Pequeña,215.0,2014.0
"Madrid, Comunidad de",GRUPO OHL,8851.0,F. Construcción,337800.0,Gran empresa,216.0,2012.0
"Madrid, Comunidad de",FERNANDO VIDAL GALLARDO,1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,217.0,2014.0
"Madrid, Comunidad de","AUTOMNIBUS INTERURBANOS, S.A.",3751.0,H. Transporte y almacenamiento,14007.0,Gran empresa,218.0,2014.0
Canarias,"PRESTA SERVICIOS AMBIENTALES, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,219.0,2014.0
"Madrid, Comunidad de","AUTOMNIBUS INTERURBANOS, S.A.",4488.0,H. Transporte y almacenamiento,17461.0,Gran empresa,220.0,2012.0
"Madrid, Comunidad de","MOSAMO, S.L.U.",34.0,H. Transporte y almacenamiento,1195.0,Pequeña,221.0,2012.0
"Madrid, Comunidad de","MOSAMO, S.L.U.",35.0,H. Transporte y almacenamiento,1204.0,Pequeña,222.0,2013.0
"Madrid, Comunidad de","MOSAMO, S.L.U.",30.0,H. Transporte y almacenamiento,1130.0,Pequeña,223.0,2014.0
"Madrid, Comunidad de",GRUPO BANKINTER,4514.0,K. Actividades financieras y de seguros,11532.0,Gran empresa,224.0,2014.0
País Vasco,"AUTOBUSES LA UNIÓN, S.A.R.",1921.0,H. Transporte y almacenamiento,4172.0,Gran empresa,225.0,2013.0
Cataluña,"ALFIL LOGISTICS, S.A.",9091.0,H. Transporte y almacenamiento,64878.0,Gran empresa,226.0,2014.0
"Madrid, Comunidad de","FCC CONSTRUCCIÓN, S.A.",7395.0,F. Construcción,225489.0,Gran empresa,227.0,2014.0
Comunitat Valenciana,JAVIER FALOMIR BALAGUER,1.0,H. Transporte y almacenamiento,15.0,Micro,228.0,2014.0
Galicia,INELSA,79.0,F. Construcción,91.0,Mediana,229.0,2014.0
"Asturias, Principado de","GRUPO PFS CANTÁBRICO GESTIÓN EMPRESARIAL, S.L.",19.0,S. Otros servicios,12.0,Pequeña,230.0,2010.0
"Asturias, Principado de","GRUPO PFS CANTÁBRICO GESTIÓN EMPRESARIAL, S.L.",23.0,S. Otros servicios,13.0,Pequeña,231.0,2011.0
"Asturias, Principado de","GRUPO PFS CANTÁBRICO GESTIÓN EMPRESARIAL, S.L.",22.0,S. Otros servicios,13.0,Pequeña,232.0,2012.0
"Asturias, Principado de","GRUPO PFS CANTÁBRICO GESTIÓN EMPRESARIAL, S.L.",32.0,S. Otros servicios,25.0,Pequeña,233.0,2014.0
"Madrid, Comunidad de","Prysma Calidad y Medio Ambiente, S.A.",97.0,S. Otros servicios,29.0,Mediana,234.0,2014.0
"Rioja, La","AUTOBUSES JIMÉNEZ, S.L.",100.0,H. Transporte y almacenamiento,2202.0,Mediana,235.0,2014.0
Cataluña,CESPA GR S.A. - AREA DE GESTION DE RESIDUOS SAS,863.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",1520.0,Gran empresa,236.0,2014.0
Comunitat Valenciana,LIMPIO MIGUEL PIQUERAS (TEIDESA),8.0,N. Actividades administrativas y servicios auxiliares,85.0,Micro,237.0,2014.0
"Rioja, La","LOGROZA, S.L.",45.0,H. Transporte y almacenamiento,2036.0,Pequeña,238.0,2014.0
Canarias,"CETENSA CANARIAS, S.A.",46.0,S. Otros servicios,371.0,Pequeña,239.0,2014.0
"Rioja, La","AMBIENTAL RIOJA, S.L.",4.0,"M. Actividades profesionales, científicas y técnicas",4.0,Micro,240.0,2014.0
Comunitat Valenciana,SERGIO BERNAL RULL,1.0,H. Transporte y almacenamiento,5.0,Micro,241.0,2014.0
Castilla y León,"PRIA, S.A.U.",37.0,F. Construcción,173.0,Pequeña,242.0,2012.0
Castilla y León,"PRIA, S.A.U.",40.0,F. Construcción,179.0,Pequeña,243.0,2013.0
Castilla y León,"PRIA, S.A.U.",39.0,F. Construcción,149.0,Pequeña,244.0,2014.0
Galicia,GRUPO KALEIDO IDEAS & LOGISTICS,228.0,H. Transporte y almacenamiento,71539.0,Mediana,245.0,2013.0
Comunitat Valenciana,JUAN JOSÉ BERNAL RULL,1.0,H. Transporte y almacenamiento,12.0,Micro,246.0,2014.0
"Madrid, Comunidad de","LOGISTICS QUALITY SERVICES, S.L.",148.0,S. Otros servicios,162.0,Mediana,247.0,2014.0
Castilla - La Mancha,"INTELIGENCIA PARA EL AHORRO ENERGÉTICO, S.L.",16.0,"M. Actividades profesionales, científicas y técnicas",5.0,Pequeña,248.0,2014.0
"Madrid, Comunidad de","ESTUDIOS MEDIOAMBIENTALES, S.L.",9.0,"M. Actividades profesionales, científicas y técnicas",28.0,Micro,249.0,2014.0
"Madrid, Comunidad de","URBASER, S.A.",9728.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2903361.0,Gran empresa,250.0,2014.0
Castilla - La Mancha,"AUTOS MOYA, S.L.",16.0,H. Transporte y almacenamiento,145.0,Pequeña,251.0,2014.0
"Madrid, Comunidad de",GRUPO OHL,8145.0,F. Construcción,450832.0,Gran empresa,252.0,2011.0
"Rioja, La","CALZADOS CIENTA, S.L.",93.0,C. Industria manufacturera,104.0,Mediana,253.0,2014.0
Comunitat Valenciana,"TEXLIMCA, S.A.",22.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",212.0,Pequeña,254.0,2014.0
"Madrid, Comunidad de","FERROVIAL CORPORACIÓN, S.A.",7079.0,F. Construcción,302249.0,Gran empresa,255.0,2014.0
Comunitat Valenciana,"TRES CORONAS, S.L.",139.0,I. Hostelería,419.0,Mediana,256.0,2014.0
Castilla y León,"PAYPAR 3, S.L. ""RESTAURANTE LA BRUJA Y HOTEL LAS LEYENDAS""",17.0,I. Hostelería,60.0,Pequeña,257.0,2014.0
"Rioja, La","FAL CALZADOS DE SEGURIDAD, S.A.",106.0,C. Industria manufacturera,77.0,Mediana,258.0,2011.0
"Madrid, Comunidad de",FUNDACIÓN BIODIVERSIDAD,58.0,"M. Actividades profesionales, científicas y técnicas",7.0,Mediana,259.0,2014.0
País Vasco,"EUSKALTEL, S.A.",4595.0,J. Información y comunicaciones,3741.0,Gran empresa,260.0,2014.0
"Madrid, Comunidad de","MIGUEL VIDAL E HIJOS, S.L.",31.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",550.0,Pequeña,261.0,2014.0
Andalucía,"BELCÓN OBRAS Y SERVICIOS, S.L.U.",30.0,F. Construcción,93.0,Pequeña,262.0,2014.0
"Madrid, Comunidad de",NATURGY,9669.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",161918064.0,Gran empresa,263.0,2014.0
"Madrid, Comunidad de",ENDESA ESPAÑA,6390.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",53166114.0,Gran empresa,264.0,2014.0
"Rioja, La","EMBALAJES ONA, S.L.",4.0,C. Industria manufacturera,43.0,Micro,265.0,2012.0
"Rioja, La","EMBALAJES ONA, S.L.",4.0,C. Industria manufacturera,41.0,Micro,266.0,2013.0
"Rioja, La","EMBALAJES ONA, S.L.",4.0,C. Industria manufacturera,34.0,Micro,267.0,2014.0
"Rioja, La","EMBALAJES ONA, S.L.",6.0,C. Industria manufacturera,56.0,Micro,268.0,2011.0
"Madrid, Comunidad de","ENERTIS SOLAR, S.L.",16.0,"M. Actividades profesionales, científicas y técnicas",6.0,Pequeña,269.0,2014.0
Andalucía,"GRUPO MARWEN CALSAN, S.L.",27.0,"M. Actividades profesionales, científicas y técnicas",17.0,Pequeña,270.0,2014.0
Andalucía,INTHEMOVE,1.0,S. Otros servicios,2.0,Micro,271.0,2014.0
Castilla - La Mancha,"IDEAS MEDIOAMBIENTALES, S.L.",34.0,"M. Actividades profesionales, científicas y técnicas",32.0,Pequeña,272.0,2014.0
"Madrid, Comunidad de","INDRA SISTEMAS, S.A.",8433.0,S. Otros servicios,29597.0,Gran empresa,273.0,2014.0
"Madrid, Comunidad de","GESTIÓN EFICIENTE DE LA ENERGÍA EQUILIBRA, S.A. (Ge2)",8.0,"M. Actividades profesionales, científicas y técnicas",10.0,Micro,274.0,2014.0
"Madrid, Comunidad de","AROLA, ADUANAS Y CONSIGNACIONES, S.L.",55.0,H. Transporte y almacenamiento,309.0,Mediana,275.0,2014.0
Cataluña,"FAMA SYSTEMS, S.A.",47.0,J. Información y comunicaciones,21123.0,Pequeña,276.0,2014.0
"Madrid, Comunidad de","INDRA SISTEMAS, S.A.",9660.0,S. Otros servicios,34004.0,Gran empresa,277.0,2011.0
"Madrid, Comunidad de","INDRA SISTEMAS, S.A.",9925.0,S. Otros servicios,43360.0,Gran empresa,278.0,2012.0
"Madrid, Comunidad de","INDRA SISTEMAS, S.A.",8771.0,S. Otros servicios,31810.0,Gran empresa,279.0,2013.0
Castilla y León,COLEGIO NUESTRA SEÑORA DEL CARMEN (VALLADOLID),147.0,P. Educación,90.0,Mediana,280.0,2014.0
Comunitat Valenciana,GmasP INGENIERÍA Y ARQUITECTURA,1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,281.0,2014.0
"Murcia, Región de","PRODUCTOS SUR, S.A.",93.0,C. Industria manufacturera,86.0,Mediana,282.0,2015.0
Andalucía,"SAT GUADEX, S.L.",162.0,C. Industria manufacturera,467.0,Mediana,283.0,2015.0
Andalucía,SAT 9934 EXPORT SURFRUIT,175.0,C. Industria manufacturera,655.0,Mediana,284.0,2015.0
País Vasco,"PERNOD RICARD WINEMAKERS, S.A. (BODEGAS CAMPO VIEJO)",5612.0,C. Industria manufacturera,13417.0,Gran empresa,285.0,2011.0
País Vasco,"PERNOD RICARD WINEMAKERS, S.A. (BODEGAS CAMPO VIEJO)",5809.0,C. Industria manufacturera,12021.0,Gran empresa,286.0,2012.0
País Vasco,"PERNOD RICARD WINEMAKERS, S.A. (BODEGAS CAMPO VIEJO)",5407.0,C. Industria manufacturera,11618.0,Gran empresa,287.0,2013.0
País Vasco,"PERNOD RICARD WINEMAKERS, S.A. (BODEGAS CAMPO VIEJO)",5484.0,C. Industria manufacturera,10337.0,Gran empresa,288.0,2014.0
Canarias,HOTEL JARDÍN TECINA,238.0,I. Hostelería,3878.0,Mediana,289.0,2013.0
Andalucía,UCOP CONSTRUCCIONES SAU,101.0,F. Construcción,113.0,Mediana,290.0,2014.0
Aragón,UNIVERSIDAD SAN JORGE,244.0,P. Educación,830.0,Mediana,291.0,2012.0
Aragón,UNIVERSIDAD SAN JORGE,199.0,P. Educación,556.0,Mediana,292.0,2013.0
Aragón,UNIVERSIDAD SAN JORGE,160.0,P. Educación,467.0,Mediana,293.0,2014.0
"Madrid, Comunidad de","BOSQUES NATURALES, S.A.",176.0,"A. Agricultura, ganadería, silvicultura y pesca",828.0,Mediana,294.0,2012.0
"Rioja, La","ACMA SOSTENIBLE, S.L.",4.0,"M. Actividades profesionales, científicas y técnicas",4.0,Micro,295.0,2014.0
"Madrid, Comunidad de",EURO-FUNDING ADVISORY GROUP,157.0,"M. Actividades profesionales, científicas y técnicas",68.0,Mediana,296.0,2014.0
"Madrid, Comunidad de","BOSQUES NATURALES, S.A.",186.0,"A. Agricultura, ganadería, silvicultura y pesca",804.0,Mediana,297.0,2013.0
"Madrid, Comunidad de","BOSQUES NATURALES, S.A.",157.0,"A. Agricultura, ganadería, silvicultura y pesca",739.0,Mediana,298.0,2014.0
"Madrid, Comunidad de","EMPRESA DE BLAS Y CIA, S.A.",6556.0,H. Transporte y almacenamiento,25816.0,Gran empresa,299.0,2014.0
"Rioja, La","RIAL 2012 DETERGENTES, S.L.",20.0,C. Industria manufacturera,40.0,Pequeña,300.0,2014.0
"Madrid, Comunidad de","AUTOCARES JULIÁN DE CASTRO, S.A.",174.0,H. Transporte y almacenamiento,6319.0,Mediana,301.0,2016.0
"Madrid, Comunidad de",GRUPO ELECNOR,6609.0,F. Construcción,51221.0,Gran empresa,302.0,2014.0
Andalucía,"DAMAS, S.A.",3465.0,H. Transporte y almacenamiento,12220.0,Gran empresa,303.0,2014.0
"Madrid, Comunidad de","INTERURBANA DE AUTOBUSES, S.A.",4675.0,H. Transporte y almacenamiento,16248.0,Gran empresa,304.0,2014.0
Cataluña,LYRECO ,9363.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,4172.0,Gran empresa,305.0,2014.0
"Rioja, La","CALZADOS RETRAK, S.L.",19.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,20.0,Pequeña,306.0,2014.0
"Rioja, La","RED ARROW, S.L.",23.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,23.0,Pequeña,307.0,2014.0
"Madrid, Comunidad de",REAL CLUB DE GOLF LA HERRERÍA,36.0,"R. Actividades artísticas, recreativas y de entretenimiento",245.0,Pequeña,308.0,2014.0
"Murcia, Región de","PRODUCTOS SUR, S.A.",84.0,C. Industria manufacturera,70.0,Mediana,309.0,2014.0
Castilla y León,"COLEGIO DIVINA PASTORA, LEÓN",158.0,P. Educación,104.0,Mediana,310.0,2014.0
País Vasco,"ELIRECON ERC, S.L.",42.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",766.0,Pequeña,311.0,2014.0
"Madrid, Comunidad de","FUJITSU TECHNOLOGY SOLUTIONS, S.A.",232.0,J. Información y comunicaciones,3403.0,Mediana,312.0,2014.0
Extremadura,"INTERLUN, S.L.",40.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",779.0,Pequeña,313.0,2015.0
Andalucía,"GRUPO MARWEN CALSAN, S.L.",33.0,"M. Actividades profesionales, científicas y técnicas",19.0,Pequeña,314.0,2011.0
Andalucía,"GRUPO MARWEN CALSAN, S.L.",29.0,"M. Actividades profesionales, científicas y técnicas",15.0,Pequeña,315.0,2012.0
Andalucía,"GRUPO MARWEN CALSAN, S.L.",27.0,"M. Actividades profesionales, científicas y técnicas",15.0,Pequeña,316.0,2013.0
Galicia,"TEJAS VEREA, S.A.",233.0,C. Industria manufacturera,9983.0,Mediana,317.0,2014.0
Andalucía,"TEKNOSERVICE, S.L.",82.0,C. Industria manufacturera,75.0,Mediana,318.0,2014.0
"Rioja, La","CALZADOS ROBUSTA, S.L.",134.0,C. Industria manufacturera,241.0,Mediana,319.0,2012.0
"Rioja, La","CALZADOS ROBUSTA, S.L.",118.0,C. Industria manufacturera,170.0,Mediana,320.0,2013.0
"Rioja, La","VIÑA IJALBA, S.A.",81.0,C. Industria manufacturera,74.0,Mediana,321.0,2014.0
"Rioja, La","CALZADOS ROBUSTA, S.L.",111.0,C. Industria manufacturera,145.0,Mediana,322.0,2014.0
"Navarra, Comunidad Foral de","AUTOBUSES PARRA, S.L.",24.0,H. Transporte y almacenamiento,461.0,Pequeña,323.0,2014.0
"Navarra, Comunidad Foral de","CONSTRUCCIONES MARIEZCURRENA, S.L.",242.0,F. Construcción,3302.0,Mediana,324.0,2015.0
País Vasco,"CONSTRUCCIONES ZUBIEDER, S.L.",43.0,F. Construcción,296.0,Pequeña,325.0,2015.0
Cataluña,"PERE VALLS, S.A.",39.0,C. Industria manufacturera,174.0,Pequeña,326.0,2015.0
Castilla y León,"CONSTRUCCIONES Y OBRAS LLORENTE, S,A. 'COLLOSA'",236.0,F. Construcción,3917.0,Mediana,327.0,2015.0
Andalucía,HOTEL PASARELA,39.0,I. Hostelería,226.0,Pequeña,328.0,2014.0
Galicia,"TEJAS VEREA, S.A.",241.0,C. Industria manufacturera,10787.0,Mediana,329.0,2015.0
Andalucía,"PROYECTA INGENIO, S.L.",25.0,S. Otros servicios,18.0,Pequeña,330.0,2015.0
Castilla y León,"CREO GESTORES ENERGÉTICOS, S.L.",7.0,"M. Actividades profesionales, científicas y técnicas",9.0,Micro,331.0,2015.0
"Rioja, La","CALZADOS CIENTA, S.L.",145.0,C. Industria manufacturera,250.0,Mediana,332.0,2015.0
País Vasco,"COMERCIAL DE LIMPIEZA VILLAR, S.A.",157.0,S. Otros servicios,147.0,Mediana,333.0,2014.0
"Madrid, Comunidad de","INDUSTRIAS GES, S.A.",26.0,C. Industria manufacturera,87.0,Pequeña,334.0,2015.0
"Navarra, Comunidad Foral de","INDUSTRIAL TONELERA NAVARRA, S.L.U.",24.0,C. Industria manufacturera,50.0,Pequeña,335.0,2015.0
Castilla y León,"GABINETE DE ESTUDIOS AMBIENTALES Y AGRONÓMICOS. INGENIEROS, S.L.",8.0,"M. Actividades profesionales, científicas y técnicas",15.0,Micro,336.0,2015.0
"Madrid, Comunidad de","MIGUEL VIDAL E HIJOS, S.L.",36.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",591.0,Pequeña,337.0,2015.0
Comunitat Valenciana,HOTEL VORAMAR,106.0,I. Hostelería,292.0,Mediana,338.0,2015.0
"Rioja, La","CALZADOS H2O, S.L.",69.0,C. Industria manufacturera,64.0,Mediana,339.0,2014.0
Galicia,"CELTIC ESTORES, S.L.",153.0,C. Industria manufacturera,308.0,Mediana,340.0,2015.0
"Rioja, La","MARKET SHOES, S.L.",65.0,C. Industria manufacturera,35.0,Mediana,341.0,2014.0
"Rioja, La","CALZADOS HERGAR, S.A.",135.0,C. Industria manufacturera,223.0,Mediana,342.0,2014.0
"Murcia, Región de",TRAPEROS RECICLA,10.0,H. Transporte y almacenamiento,60.0,Pequeña,343.0,2015.0
"Murcia, Región de",ASOCIACIÓN TRAPEROS DE EMAÚS DE LA REGIÓN DE MURCIA,15.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",47.0,Pequeña,344.0,2015.0
Galicia,"TEJAS VEREA, S.A.",238.0,C. Industria manufacturera,7368.0,Mediana,345.0,2012.0
Galicia,"TEJAS VEREA, S.A.",232.0,C. Industria manufacturera,8946.0,Mediana,346.0,2013.0
Cataluña,"PERE VALLS, S.A.",47.0,C. Industria manufacturera,4969.0,Pequeña,347.0,2012.0
Castilla y León,"ROYBA 98, S.L.",26.0,F. Construcción,79.0,Pequeña,348.0,2015.0
Comunitat Valenciana,"SUCESORES DE LEONARDO GARCÍA, S.A.",23.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",217.0,Pequeña,349.0,2015.0
Comunitat Valenciana,S.A. AGRICULTORES DE LA VEGA DE VALENCIA,2945.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",7636.0,Gran empresa,350.0,2015.0
"Madrid, Comunidad de","EULEN, S.A.",8293.0,N. Actividades administrativas y servicios auxiliares,12096.0,Gran empresa,351.0,2014.0
Castilla y León,PAGO DE CARRAOVEJAS,202.0,"A. Agricultura, ganadería, silvicultura y pesca",1119.0,Mediana,352.0,2015.0
"Madrid, Comunidad de","INDRA SISTEMAS, S.A.",8400.0,S. Otros servicios,28650.0,Gran empresa,353.0,2015.0
"Madrid, Comunidad de",CREATIVIDAD Y TECNOLOGÍA (CYTSA),40.0,"M. Actividades profesionales, científicas y técnicas",40.0,Pequeña,354.0,2015.0
Comunitat Valenciana,"L'ANTIC COLONIAL, S.A.",122.0,F. Construcción,166.0,Mediana,355.0,2014.0
Comunitat Valenciana,"URGENTIA DEL LEVANTE, S.L.",16.0,N. Actividades administrativas y servicios auxiliares,10.0,Pequeña,356.0,2015.0
Comunitat Valenciana,SOM CONSULTORES S.C.,2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,357.0,2015.0
"Balears, Illes","MELIÁ HOTELS INTERNATIONAL, S.A.",9542.0,I. Hostelería,262197.0,Gran empresa,358.0,2015.0
Galicia,"EMPRESA VILLALÓN, S.A.",32.0,H. Transporte y almacenamiento,1035.0,Pequeña,359.0,2014.0
Galicia,"MONFOBUS, S.L.",11.0,H. Transporte y almacenamiento,20.0,Pequeña,360.0,2014.0
Galicia,"AUTOBUSES URBANOS DE LUGO, S.A. (AULUSA)",77.0,H. Transporte y almacenamiento,1307.0,Mediana,361.0,2014.0
Galicia,"EMPRESA MONFORTE, S.A.",212.0,H. Transporte y almacenamiento,7786.0,Mediana,362.0,2014.0
Galicia,"GÓMEZ DE CASTRO, S.A.",42.0,H. Transporte y almacenamiento,1932.0,Pequeña,363.0,2014.0
Galicia,"AUTOBUSES DE PONTEVEDRA, S.A.",26.0,H. Transporte y almacenamiento,951.0,Pequeña,364.0,2014.0
Galicia,"AUTOS ARCADE, S.L.",28.0,H. Transporte y almacenamiento,820.0,Pequeña,365.0,2014.0
Galicia,"TRANSPORTES LA UNIÓN, S.A.",46.0,H. Transporte y almacenamiento,7535.0,Pequeña,366.0,2014.0
Galicia,"AUTO INDUSTRIAL, S.A.",45.0,H. Transporte y almacenamiento,2317.0,Pequeña,367.0,2014.0
Galicia,"AGUAS DEL INCIO, S.A.",41.0,H. Transporte y almacenamiento,1473.0,Pequeña,368.0,2014.0
Galicia,"CASTROMIL, S.A.",191.0,H. Transporte y almacenamiento,6983.0,Mediana,369.0,2014.0
Galicia,"ELEUTERIO LÓPEZ Y CIA, S.L.",9.0,H. Transporte y almacenamiento,556.0,Micro,370.0,2014.0
Castilla - La Mancha,"AUTOBUSES ALSINA, S.L.",24.0,H. Transporte y almacenamiento,605.0,Pequeña,371.0,2014.0
Castilla - La Mancha,"LA REQUENENSE DE AUTOBUSES DE CARMEN LIMORTE, S.A.",24.0,H. Transporte y almacenamiento,633.0,Pequeña,372.0,2014.0
Galicia,"VIGO BARCELONA, S.A.",44.0,H. Transporte y almacenamiento,2245.0,Pequeña,373.0,2014.0
Cataluña,"LA HISPANO IGUALADINA, S.L.",180.0,H. Transporte y almacenamiento,5889.0,Mediana,374.0,2014.0
Galicia,"ALCALABUS, S.L.",102.0,H. Transporte y almacenamiento,2340.0,Mediana,375.0,2014.0
Galicia,"EMPRESA VIUDA DE J. DOMÍNGUEZ, S.L.",32.0,H. Transporte y almacenamiento,986.0,Pequeña,376.0,2014.0
Galicia,"RÍAS ALTAS, S.A.",27.0,H. Transporte y almacenamiento,705.0,Pequeña,377.0,2014.0
Castilla - La Mancha,"AGUAS DE ALBACETE, S.A.",25.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",406.0,Pequeña,378.0,2015.0
"Madrid, Comunidad de","DAISGUEN AIKEN, S.L.",7.0,"A. Agricultura, ganadería, silvicultura y pesca",29.0,Micro,379.0,2014.0
Canarias,HOTEL JARDÍN TECINA,52.0,I. Hostelería,147.0,Mediana,380.0,2015.0
Galicia,INELSA,68.0,F. Construcción,75.0,Mediana,381.0,2015.0
Galicia,"CELTIC ESTORES, S.L.",137.0,C. Industria manufacturera,212.0,Mediana,382.0,2013.0
Castilla y León,GRUPO HERMI,241.0,"A. Agricultura, ganadería, silvicultura y pesca",3140.0,Mediana,383.0,2014.0
"Rioja, La","ACMA SOSTENIBLE, S.L.",4.0,"M. Actividades profesionales, científicas y técnicas",4.0,Micro,384.0,2015.0
Galicia,"CELTIC ESTORES, S.L.",138.0,C. Industria manufacturera,238.0,Mediana,385.0,2014.0
Comunitat Valenciana,"PLÁSTICOS ERUM, S.L.",186.0,C. Industria manufacturera,669.0,Mediana,386.0,2015.0
País Vasco,SINNPLE,1.0,S. Otros servicios,1.0,Micro,387.0,2015.0
Cataluña,"CAIXABANK, S.A.",7794.0,K. Actividades financieras y de seguros,43464.0,Gran empresa,388.0,2015.0
